Nome,Sexo,Idade,Profissao,Salario,EC
Paula,F,19.0,Analista de Sistemas,22543.82,Divorciado
Carlos,F,19.0,Consultor,14801.48,Viúvo
Mariana,F,18.0,Médico,7752.34,Casado
Eliane,F,18.0,Médico,5286.42,Viúvo
Aline,M,,Analista de Sistemas,20932.47,Solteiro
Jessica,F,,Gerente,5447.69,Viúvo
Francisco,M,19.0,Programador,11700.62,Divorciado
Antonio,F,18.0,Gerente de TI,13174.76,Viúvo
Fatima,F,,Diretor (CTO),,Viúvo
Gabriel,F,19.0,Farmacêutico,9710.54,Casado
Gabriela,F,18.0,Gerente de Vendas,10134.61,Casado
Bruno,M,19.0,Diretor Executivo (CEO),21944.46,Solteiro
Pedro,M,19.0,Gerente,18344.25,Solteiro
Fabiana,F,,Gerente,16466.86,Casado
Marcos,F,19.0,Arquiteto,8927.48,Casado
Marcos,F,18.0,Engenheiro,12429.27,Solteiro
Claudia,M,18.0,Dentista,15064.89,Solteiro
Ana Paula,F,18.0,Diretor (CTO),10019.92,Casado
Luana,M,19.0,Analista de Sistemas,5930.74,Casado
Mariana,M,19.0,Dentista,17249.85,Viúvo
Luciana,M,19.0,Piloto,4877.29,Casado
Francisco,M,19.0,Arquiteto,19859.52,Divorciado
Gustavo,M,19.0,Arquiteto,10086.06,Divorciado
Carlos,M,,Advogado,17569.42,Solteiro
Paulo,M,19.0,Médico,16375.33,Solteiro
Francisco,F,19.0,Gerente de Vendas,10004.11,Solteiro
Carlos,F,19.0,Diretor Executivo (CEO),14385.69,Solteiro
Joao,M,19.0,Gerente de Vendas,8394.73,Casado
Antonio,F,19.0,Farmacêutico,6866.41,Viúvo
Juliana,F,19.0,Veterinário,19026.21,Divorciado
Rafael,F,,Médico,3579.71,Casado
Fernanda,F,,Gerente de Vendas,7207.62,Casado
Mariana,M,18.0,Médico,14677.15,Casado
Bruna,M,18.0,Engenheiro de Petróleo,8860.43,Casado
Daniel,F,,Engenheiro de Petróleo,22799.64,Solteiro
Carlos,M,,Diretor Executivo (CEO),7611.9,Casado
Eliane,M,19.0,Veterinário,12651.79,Solteiro
Rodrigo,F,18.0,Gerente de Vendas,7645.71,Solteiro
Antonio,M,18.0,Piloto,14294.44,Divorciado
Pedro,M,,Consultor,10221.64,Casado
Rafael,F,18.0,Arquiteto,19207.07,Divorciado
Paula,M,18.0,Programador,20163.79,Casado
Sandra,M,19.0,Diretor Executivo (CEO),10471.19,Viúvo
Luciana,M,19.0,Analista de Sistemas,10674.48,Casado
Raquel,F,18.0,Farmacêutico,10364.37,Solteiro
Francisco,M,,Médico,8754.28,Divorciado
Carlos,M,18.0,Engenheiro de Petróleo,,Casado
Eduardo,M,18.0,Diretor Executivo (CEO),11849.22,Casado
Adriana,F,,Veterinário,5067.4,Viúvo
Bruno,M,,Advogado,5593.25,Divorciado
Francisco,F,18.0,Gerente,20377.96,Divorciado
Matheus,M,18.0,Consultor,8742.92,Casado
Marcelo,F,18.0,Engenheiro de Petróleo,19307.25,Solteiro
Marcia,F,19.0,Cientista de Dados,11233.04,Casado
Gustavo,M,19.0,Piloto,6730.32,Viúvo
Marcelo,M,19.0,Dentista,5366.86,Divorciado
Leandro,F,19.0,Gerente,5707.53,Viúvo
Eduardo,F,19.0,Médico,20430.11,Solteiro
Fernanda,M,19.0,Gerente de Vendas,15790.66,Viúvo
Gustavo,M,,Cientista de Dados,18627.97,Viúvo
Marcelo,F,18.0,Diretor (CTO),3294.69,Viúvo
Claudia,M,19.0,Analista de Sistemas,12127.78,Viúvo
Bruna,M,19.0,Veterinário,12922.83,Divorciado
Ana,M,,Gerente,,Solteiro
Jessica,F,19.0,Advogado,3440.55,Viúvo
Diego,F,19.0,Consultor,13581.37,Solteiro
Beatriz,M,18.0,Diretor (CTO),14228.78,Casado
Fatima,M,18.0,Gerente,9949.94,Divorciado
Larissa,M,18.0,Engenheiro de Petróleo,9458.92,Casado
Eliane,F,18.0,Diretor (CTO),21135.91,Divorciado
Diego,M,19.0,Consultor,17156.52,Solteiro
Leonardo,M,,Cientista de Dados,4686.65,Viúvo
João,F,18.0,Gerente,8089.12,Divorciado
Aline,M,,Farmacêutico,9660.41,Casado
Leonardo,M,19.0,Cientista de Dados,8121.48,Divorciado
Jose,F,18.0,Veterinário,13445.38,Divorciado
Antonio,F,18.0,Dentista,16235.94,Viúvo
Eliane,F,19.0,Analista de Sistemas,3909.63,Casado
Francisco,M,,Dentista,17266.32,Viúvo
Fernanda,M,18.0,Médico,6855.24,Divorciado
Adriana,M,18.0,Programador,14324.96,Viúvo
João,M,18.0,Diretor (CTO),15097.32,Divorciado
Bruna,F,19.0,Gerente,15096.64,Solteiro
Marcia,F,18.0,Engenheiro,8218.76,Divorciado
Leandro,M,19.0,Engenheiro,12578.53,Casado
Ricardo,F,19.0,Piloto,14715.56,Viúvo
Leandro,M,,Gerente de TI,8900.73,Casado
Maria,M,18.0,Cientista de Dados,11151.71,Divorciado
Francisco,F,18.0,Arquiteto,14390.34,Viúvo
Mariana,F,,Gerente de Vendas,9719.22,Viúvo
Vanessa,M,19.0,Gerente de TI,21771.72,Casado
Leonardo,F,,Piloto,14908.16,Viúvo
Aline,F,19.0,Gerente,7827.46,Solteiro
Jessica,F,19.0,Consultor,4190.81,Viúvo
Luciana,F,19.0,Consultor,3650.91,Divorciado
Jessica,M,18.0,Engenheiro,9185.94,Viúvo
Jose,F,18.0,Gerente de Vendas,3887.37,Solteiro
Paula,F,19.0,Engenheiro de Petróleo,12800.88,Casado
Jose,M,,Consultor,8722.26,Casado
Lucas,M,19.0,Engenheiro,19317.46,Divorciado
Diego,M,,Advogado,17383.71,Casado
Sandra,M,19.0,Diretor Executivo (CEO),22374.82,Casado
Fernanda,M,19.0,Gerente,15019.09,Casado
Gabriela,F,,Analista de Sistemas,4103.68,Divorciado
Luana,M,18.0,Engenheiro de Petróleo,6905.4,Casado
Gustavo,M,19.0,Farmacêutico,10797.44,Solteiro
Carla,M,19.0,Médico,5569.56,Viúvo
Diego,F,19.0,Médico,18705.16,Solteiro
Lucas,F,,Diretor Executivo (CEO),10470.19,Viúvo
Rodrigo,M,19.0,Médico,4363.33,Divorciado
Antonio,F,18.0,Gerente de Vendas,15462.19,Divorciado
Luciana,M,19.0,Gerente de TI,18133.04,Divorciado
Patricia,F,18.0,Advogado,10530.32,Viúvo
Maria,F,19.0,Advogado,22975.51,Divorciado
Marcos,F,18.0,Diretor Executivo (CEO),9651.44,Casado
Gabriel,F,18.0,Dentista,16443.95,Solteiro
Bruna,F,19.0,Gerente de TI,16107.17,Solteiro
João,F,19.0,Farmacêutico,12466.38,Divorciado
Daniel,F,19.0,Dentista,13759.6,Viúvo
Carlos,F,18.0,Gerente de TI,12714.9,Casado
Leonardo,M,19.0,Diretor Executivo (CEO),3437.21,Viúvo
Beatriz,M,18.0,Analista de Sistemas,5325.3,Casado
Juliana,F,18.0,Veterinário,17982.64,Casado
Thiago,F,18.0,Programador,5077.48,Casado
Daniel,M,18.0,Engenheiro de Petróleo,16883.39,Divorciado
Maria,F,,Gerente de Vendas,3646.02,Divorciado
Eduardo,M,18.0,Veterinário,11190.76,Solteiro
Ana Paula,M,18.0,Veterinário,10731.79,Viúvo
Maria,M,19.0,Gerente de TI,3022.33,Divorciado
José,M,19.0,Gerente de Vendas,18756.43,Casado
Raquel,F,18.0,Diretor Executivo (CEO),18831.81,Casado
Patricia,F,18.0,Arquiteto,14604.79,Viúvo
Adriana,F,18.0,Veterinário,10895.27,Solteiro
Beatriz,M,19.0,Arquiteto,8202.99,Solteiro
Mariana,M,18.0,Diretor (CTO),12046.82,Solteiro
Joao,M,19.0,Médico,12518.7,Divorciado
Joao,F,19.0,Médico,19027.28,Viúvo
Paula,M,19.0,Engenheiro,6474.71,Solteiro
Diego,F,,Cientista de Dados,17429.02,Casado
Marcia,M,19.0,Diretor Executivo (CEO),17885.29,Viúvo
Maria,M,19.0,Engenheiro,19282.94,Casado
Amanda,F,18.0,Consultor,3644.15,Viúvo
Carla,M,19.0,Gerente,7376.52,Divorciado
Jessica,M,18.0,Gerente de Vendas,15684.1,Viúvo
Luciana,M,,Analista de Sistemas,18000.78,Viúvo
Fatima,M,18.0,Médico,12998.66,Viúvo
Daniel,M,18.0,Diretor (CTO),13269.45,Casado
Fabiana,M,19.0,Cientista de Dados,6237.13,Viúvo
Raquel,F,18.0,Diretor (CTO),11777.92,Casado
Luana,F,19.0,Gerente de TI,14193.11,Casado
Juliana,M,18.0,Advogado,9514.62,Divorciado
Daniel,F,18.0,Cientista de Dados,4419.38,Divorciado
Leandro,M,18.0,Gerente de Vendas,4751.9,Viúvo
Bruno,F,18.0,Gerente de TI,,Solteiro
Anderson,M,19.0,Gerente de Vendas,22732.56,Casado
Gabriela,F,18.0,Advogado,11448.15,Viúvo
Fabiana,M,18.0,Médico,8396.02,Casado
Paulo,M,19.0,Veterinário,9595.71,Casado
Mariana,F,18.0,Consultor,10143.93,Solteiro
Patricia,F,18.0,Cientista de Dados,3118.43,Viúvo
Renata,F,18.0,Programador,12546.87,Casado
Francisca,M,,Cientista de Dados,18258.55,Divorciado
Luiz,F,18.0,Gerente,21256.17,Divorciado
Adriana,F,,Veterinário,10920.01,Viúvo
Paula,F,,Piloto,20490.27,Solteiro
Bruno,F,18.0,Gerente de TI,19271.8,Viúvo
Rodrigo,M,18.0,Engenheiro de Petróleo,18687.68,Solteiro
Ricardo,M,18.0,Diretor (CTO),11354.19,Divorciado
Beatriz,M,,Engenheiro de Petróleo,21622.17,Divorciado
Francisco,F,18.0,Analista de Sistemas,19266.61,Casado
Luana,F,18.0,Arquiteto,8815.65,Divorciado
Ana,M,18.0,Analista de Sistemas,4364.32,Viúvo
Maria,F,18.0,Dentista,21904.33,Viúvo
Thiago,M,19.0,Veterinário,15242.02,Divorciado
Rodrigo,F,,Engenheiro de Petróleo,5728.84,Divorciado
Pedro,F,19.0,Gerente,15243.21,Divorciado
Jose,M,19.0,Cientista de Dados,17604.32,Solteiro
Marcelo,F,18.0,Advogado,9323.17,Viúvo
Eliane,M,19.0,Gerente de Vendas,11894.96,Solteiro
Vanessa,F,,Gerente,15190.1,Casado
Gustavo,M,19.0,Advogado,12329.06,Divorciado
Paula,F,18.0,Gerente,17395.53,Viúvo
Luana,M,18.0,Gerente de Vendas,15609.55,Solteiro
Aline,M,18.0,Engenheiro,8013.75,Solteiro
Paulo,F,,Piloto,14293.63,Casado
Francisca,F,19.0,Engenheiro de Petróleo,9206.61,Solteiro
Paula,F,18.0,Advogado,8343.29,Viúvo
Renata,M,19.0,Dentista,12442.63,Divorciado
Raquel,F,,Engenheiro de Petróleo,10193.37,Viúvo
Joao,M,19.0,Gerente de TI,14990.74,Viúvo
José,F,19.0,Veterinário,8561.42,Solteiro
Eduardo,F,,Piloto,18003.08,Viúvo
Marcia,F,18.0,Gerente de TI,3542.2,Solteiro
Eliane,F,19.0,Dentista,9582.89,Solteiro
Ana,M,19.0,Consultor,20270.31,Casado
Eliane,F,19.0,Dentista,13165.36,Solteiro
Paulo,F,18.0,Gerente,11939.36,Viúvo
Claudia,M,,Gerente,15777.11,Divorciado
Rodrigo,F,19.0,Médico,5110.38,Divorciado
Leandro,M,19.0,Médico,20957.98,Divorciado
Francisco,M,18.0,Farmacêutico,22550.07,Solteiro
Diego,M,,Programador,8094.82,Divorciado
Daniel,M,18.0,Farmacêutico,7352.53,Casado
José,F,18.0,Engenheiro de Petróleo,11879.1,Viúvo
Ana Paula,M,18.0,Programador,8279.52,Viúvo
Marcelo,M,18.0,Gerente de Vendas,12731.95,Divorciado
João,F,18.0,Arquiteto,15071.64,Solteiro
Leonardo,F,19.0,Gerente de Vendas,13533.74,Solteiro
Jose,M,,Analista de Sistemas,19649.95,Casado
Leandro,M,19.0,Engenheiro de Petróleo,18714.71,Solteiro
Sandra,F,18.0,Advogado,8495.92,Casado
Francisca,M,19.0,Arquiteto,22213.85,Viúvo
Luciana,M,18.0,Engenheiro,19636.71,Viúvo
Marcos,F,19.0,Gerente,10384.77,Solteiro
Leonardo,M,19.0,Gerente de Vendas,5247.36,Divorciado
Sandra,M,18.0,Diretor Executivo (CEO),5551.97,Viúvo
Mariana,F,,Piloto,16294.62,Casado
Beatriz,M,19.0,Veterinário,20296.08,Divorciado
Eliane,M,18.0,Analista de Sistemas,7784.28,Viúvo
Renata,M,19.0,Engenheiro,15966.36,Solteiro
Luana,M,19.0,Gerente,22009.54,Solteiro
Aline,M,18.0,Diretor Executivo (CEO),9757.37,Divorciado
Felipe,M,,Engenheiro,10450.56,Solteiro
Paula,M,19.0,Diretor Executivo (CEO),12264.97,Viúvo
Fatima,F,19.0,Gerente,21980.66,Viúvo
Marcos,M,19.0,Cientista de Dados,16496.42,Casado
Rodrigo,M,19.0,Gerente,18096.22,Divorciado
Raquel,M,,Consultor,11353.54,Solteiro
Ana Paula,F,18.0,Farmacêutico,15988.29,Viúvo
Larissa,M,18.0,Gerente,12228.67,Casado
Gabriela,M,18.0,Engenheiro de Petróleo,9462.68,Divorciado
Gabriela,F,19.0,Cientista de Dados,8057.09,Viúvo
Raquel,M,18.0,Gerente,3281.88,Casado
Joao,M,18.0,Arquiteto,3315.04,Viúvo
Adriana,M,18.0,Cientista de Dados,8214.67,Divorciado
Gabriel,F,18.0,Dentista,3099.17,Divorciado
Marcos,F,18.0,Cientista de Dados,8230.2,Solteiro
Renata,M,18.0,Piloto,7761.74,Viúvo
Rafael,M,18.0,Analista de Sistemas,14965.86,Casado
Beatriz,M,18.0,Dentista,5940.5,Solteiro
Matheus,M,,Gerente,22240.23,Viúvo
Leonardo,M,,Engenheiro,16823.67,Casado
Francisco,F,18.0,Programador,3565.5,Solteiro
Rodrigo,F,,Diretor (CTO),20070.77,Divorciado
Pedro,M,18.0,Gerente,22221.54,Solteiro
José,M,19.0,Cientista de Dados,11785.94,Viúvo
Guilherme,F,19.0,Gerente,17381.43,Casado
Fabiana,M,19.0,Consultor,20796.18,Divorciado
Jessica,M,18.0,Gerente de TI,8568.31,Casado
Francisco,M,19.0,Farmacêutico,15368.11,Divorciado
Guilherme,M,19.0,Gerente de Vendas,14249.95,Solteiro
Bruno,F,18.0,Cientista de Dados,11415.25,Divorciado
Fatima,F,18.0,Médico,12364.0,Viúvo
Larissa,M,18.0,Médico,14852.41,Casado
Claudia,M,18.0,Analista de Sistemas,20633.76,Casado
Ana Paula,F,19.0,Engenheiro de Petróleo,6016.92,Solteiro
Ricardo,M,19.0,Gerente de TI,12621.63,Casado
Paulo,M,18.0,Veterinário,22212.33,Casado
Fatima,F,19.0,Programador,10156.55,Solteiro
Marcia,F,,Médico,22054.47,Viúvo
Eduardo,M,,Advogado,9151.23,Casado
Jose,M,18.0,Gerente,18529.67,Casado
Felipe,M,18.0,Dentista,20437.62,Viúvo
Guilherme,M,,Consultor,16814.34,Casado
Bruno,F,18.0,Diretor (CTO),16317.94,Viúvo
Guilherme,F,19.0,Dentista,6270.99,Casado
Eliane,F,,Médico,10284.93,Viúvo
Gabriela,M,18.0,Gerente de Vendas,12181.86,Solteiro
Fernando,F,18.0,Engenheiro,20272.92,Casado
Pedro,M,18.0,Consultor,5892.46,Casado
Aline,M,18.0,Cientista de Dados,22202.72,Divorciado
Joao,F,,Dentista,20915.18,Solteiro
Guilherme,F,18.0,Veterinário,8497.7,Viúvo
Carla,M,,Gerente,8291.93,Solteiro
Claudia,M,19.0,Dentista,21696.33,Casado
Gustavo,M,18.0,Diretor Executivo (CEO),15740.63,Divorciado
Marcos,M,18.0,Diretor Executivo (CEO),8721.13,Divorciado
Raquel,M,18.0,Diretor (CTO),9702.71,Casado
Pedro,M,18.0,Diretor (CTO),6086.15,Viúvo
Eliane,M,19.0,Advogado,4455.15,Solteiro
Luiz,F,18.0,Diretor Executivo (CEO),16216.86,Viúvo
Bruno,F,18.0,Diretor Executivo (CEO),12656.41,Viúvo
Felipe,F,,Cientista de Dados,10823.86,Viúvo
Adriana,M,18.0,Gerente de TI,22703.19,Solteiro
Raquel,M,18.0,Gerente de Vendas,11999.26,Casado
Juliana,M,19.0,Engenheiro,17383.19,Divorciado
Gabriel,M,,Cientista de Dados,21028.51,Solteiro
Francisco,M,19.0,Arquiteto,19285.37,Viúvo
Rodrigo,F,18.0,Cientista de Dados,5896.15,Solteiro
Rafael,M,18.0,Analista de Sistemas,19926.27,Divorciado
Joao,F,,Diretor (CTO),4887.39,Viúvo
Francisca,F,18.0,Farmacêutico,3675.56,Viúvo
Fatima,M,19.0,Farmacêutico,20296.98,Solteiro
Fernanda,M,,Gerente,3323.79,Viúvo
Ricardo,M,19.0,Médico,15562.52,Viúvo
Ana Paula,F,19.0,Diretor Executivo (CEO),14641.65,Viúvo
Eliane,M,19.0,Farmacêutico,16657.44,Casado
Fabiana,F,18.0,Veterinário,17701.31,Viúvo
Marcelo,F,18.0,Diretor Executivo (CEO),8688.11,Casado
Bruna,F,19.0,Diretor Executivo (CEO),14345.89,Casado
Felipe,F,18.0,Gerente de TI,13320.41,Viúvo
Bruno,F,19.0,Diretor (CTO),20243.37,Casado
Luana,M,18.0,Gerente,12577.31,Divorciado
Fernanda,F,19.0,Analista de Sistemas,13766.36,Solteiro
Luciana,M,,Médico,10706.27,Divorciado
Aline,F,,Piloto,11869.41,Casado
Ana Paula,F,19.0,Gerente de TI,6662.6,Solteiro
Patricia,F,19.0,Piloto,21311.66,Casado
Camila,M,18.0,Programador,11104.89,Casado
Bruna,F,18.0,Farmacêutico,8627.81,Divorciado
Marcos,M,18.0,Gerente de TI,11127.42,Viúvo
José,F,19.0,Farmacêutico,10587.68,Solteiro
Patricia,M,18.0,Arquiteto,3147.42,Solteiro
Ana Paula,F,,Piloto,22716.44,Solteiro
Patricia,M,18.0,Farmacêutico,4830.42,Solteiro
João,M,18.0,Farmacêutico,13529.51,Casado
Patricia,F,19.0,Analista de Sistemas,22235.26,Divorciado
Patricia,F,19.0,Piloto,19754.39,Casado
Anderson,F,18.0,Veterinário,4331.61,Viúvo
Bruno,M,,Arquiteto,8575.58,Casado
Eliane,M,18.0,Veterinário,15241.46,Casado
Ana,M,,Diretor Executivo (CEO),17751.72,Viúvo
Raquel,F,18.0,Analista de Sistemas,14882.64,Solteiro
Rodrigo,M,18.0,Gerente,3593.33,Casado
Gabriela,F,19.0,Gerente,13015.31,Solteiro
Ana Paula,M,18.0,Advogado,19203.37,Casado
Paulo,M,18.0,Engenheiro,12745.65,Casado
Maria,M,18.0,Gerente,22137.05,Casado
Ricardo,M,18.0,Piloto,17478.79,Viúvo
Felipe,F,,Médico,17851.37,Solteiro
Francisca,F,19.0,Gerente,6269.54,Divorciado
Diego,F,18.0,Arquiteto,5309.15,Casado
Marcia,F,,Programador,7014.15,Divorciado
Ricardo,M,18.0,Piloto,18275.11,Viúvo
Carlos,M,18.0,Analista de Sistemas,5722.54,Casado
Francisco,M,,Médico,3870.49,Viúvo
Maria,M,,Farmacêutico,3810.18,Viúvo
Anderson,M,19.0,Diretor (CTO),21909.72,Divorciado
Diego,F,,Arquiteto,7885.05,Casado
Rodrigo,F,19.0,Médico,14347.79,Viúvo
Guilherme,F,18.0,Piloto,16875.26,Viúvo
Amanda,F,,Diretor (CTO),22871.77,Solteiro
Luiz,F,19.0,Advogado,3311.28,Casado
Matheus,F,18.0,Piloto,14035.56,Divorciado
Paula,F,18.0,Piloto,11907.33,Casado
Larissa,M,18.0,Engenheiro,11083.82,Divorciado
Ana,M,,Engenheiro de Petróleo,18835.29,Viúvo
Marcos,F,19.0,Gerente de Vendas,6618.83,Solteiro
Carla,M,18.0,Gerente de TI,20843.68,Casado
Francisca,F,18.0,Médico,3286.73,Viúvo
Leandro,F,,Advogado,12983.32,Divorciado
Francisco,M,19.0,Gerente de Vendas,20880.02,Viúvo
Carla,F,19.0,Engenheiro,11577.52,Solteiro
Paulo,M,,Diretor Executivo (CEO),17506.86,Divorciado
Matheus,F,,Programador,20981.31,Solteiro
Eduardo,F,,Gerente de Vendas,22565.91,Solteiro
Amanda,F,,Analista de Sistemas,8205.58,Divorciado
Marcelo,M,18.0,Diretor (CTO),13439.33,Divorciado
Marcelo,F,18.0,Farmacêutico,10467.17,Viúvo
Ricardo,M,19.0,Piloto,8108.11,Viúvo
Ana,F,19.0,Advogado,9062.88,Viúvo
Gustavo,M,19.0,Gerente,4142.45,Divorciado
Renata,M,18.0,Cientista de Dados,21237.57,Casado
Luiz,M,,Engenheiro,20130.76,Solteiro
João,M,18.0,Cientista de Dados,6479.59,Divorciado
Claudia,M,19.0,Programador,18134.37,Solteiro
Joao,F,18.0,Gerente de Vendas,5629.74,Divorciado
Bruna,F,19.0,Advogado,3043.75,Casado
Jose,F,19.0,Arquiteto,12091.85,Solteiro
Fernanda,F,18.0,Analista de Sistemas,18217.17,Viúvo
Fernando,M,18.0,Médico,16677.16,Solteiro
Leandro,M,18.0,Engenheiro,12622.29,Solteiro
Camila,F,,Diretor (CTO),15070.38,Casado
Leonardo,F,,Cientista de Dados,8928.41,Casado
Jose,F,19.0,Engenheiro de Petróleo,7718.91,Casado
Marcia,M,18.0,Gerente de Vendas,9939.73,Viúvo
Eduardo,M,18.0,Analista de Sistemas,11708.91,Solteiro
Joao,M,18.0,Dentista,7094.1,Viúvo
Marcos,F,18.0,Advogado,11219.97,Divorciado
Marcos,M,,Médico,18615.44,Solteiro
Matheus,F,18.0,Farmacêutico,15343.52,Casado
Mariana,F,18.0,Engenheiro,10659.65,Solteiro
Fatima,M,18.0,Gerente,17274.77,Casado
Gabriel,M,19.0,Gerente,18299.59,Solteiro
Bruna,F,19.0,Arquiteto,6144.18,Divorciado
Carlos,M,,Analista de Sistemas,3757.15,Solteiro
Leandro,M,19.0,Arquiteto,22433.73,Solteiro
Francisca,F,19.0,Arquiteto,7160.01,Solteiro
Eduardo,M,18.0,Veterinário,12403.29,Divorciado
Gabriel,F,19.0,Gerente de TI,13433.24,Casado
Marcia,M,18.0,Engenheiro de Petróleo,15972.2,Divorciado
Thiago,M,19.0,Diretor (CTO),18847.92,Casado
Jessica,F,,Farmacêutico,5041.38,Divorciado
Camila,F,19.0,Dentista,9099.14,Divorciado
Amanda,M,18.0,Dentista,7404.79,Solteiro
Claudia,F,18.0,Consultor,22233.55,Divorciado
Ana,M,,Veterinário,22862.86,Solteiro
Fernando,M,19.0,Farmacêutico,21567.86,Viúvo
Juliana,M,19.0,Analista de Sistemas,9008.42,Divorciado
Fernando,F,18.0,Programador,22342.05,Divorciado
Larissa,M,18.0,Gerente de Vendas,11226.86,Casado
Mariana,M,,Engenheiro de Petróleo,12543.37,Casado
Jessica,M,19.0,Engenheiro,18593.43,Viúvo
Eduardo,M,19.0,Farmacêutico,4673.53,Solteiro
Gabriela,M,18.0,Farmacêutico,15641.08,Viúvo
Patricia,M,19.0,Diretor (CTO),3234.58,Divorciado
Diego,F,18.0,Gerente de TI,10815.37,Casado
Marcos,F,19.0,Cientista de Dados,17332.23,Casado
Francisca,M,,Diretor Executivo (CEO),17667.24,Viúvo
Gabriela,M,19.0,Analista de Sistemas,11673.46,Solteiro
Diego,F,18.0,Engenheiro,15413.62,Casado
Patricia,F,,Engenheiro de Petróleo,5763.97,Solteiro
Ana,M,18.0,Diretor (CTO),21988.62,Solteiro
Bruno,M,18.0,Piloto,5339.31,Divorciado
Diego,F,18.0,Advogado,10145.72,Divorciado
Jessica,M,19.0,Veterinário,10744.0,Divorciado
Maria,M,19.0,Programador,6629.22,Solteiro
Vanessa,F,18.0,Arquiteto,6182.27,Solteiro
Guilherme,M,18.0,Médico,18673.02,Viúvo
Lucas,M,18.0,Dentista,18314.1,Casado
Anderson,F,,Médico,3285.54,Divorciado
Luiz,M,18.0,Gerente de TI,14437.47,Viúvo
Amanda,M,18.0,Gerente de Vendas,15357.03,Casado
Patricia,F,18.0,Dentista,7365.14,Casado
Ana Paula,F,,Diretor (CTO),18702.71,Divorciado
Guilherme,F,19.0,Dentista,7810.07,Viúvo
Juliana,F,19.0,Arquiteto,16031.35,Viúvo
Maria,M,19.0,Engenheiro de Petróleo,18862.33,Solteiro
Joao,F,19.0,Advogado,9890.76,Divorciado
Diego,F,19.0,Consultor,14135.28,Casado
Joao,M,18.0,Diretor Executivo (CEO),14088.23,Casado
Paula,M,19.0,Consultor,14422.37,Solteiro
Guilherme,M,,Farmacêutico,22061.78,Viúvo
José,F,19.0,Gerente de TI,7727.51,Viúvo
Marcia,F,18.0,Arquiteto,12795.44,Solteiro
Rafael,M,19.0,Gerente,16415.97,Viúvo
Gabriela,M,19.0,Engenheiro de Petróleo,14555.7,Solteiro
Bruna,M,19.0,Gerente,19835.42,Viúvo
Guilherme,F,19.0,Cientista de Dados,12377.8,Divorciado
Luciana,F,19.0,Cientista de Dados,15854.33,Viúvo
Diego,M,,Analista de Sistemas,12356.22,Casado
Daniel,M,,Piloto,20337.06,Casado
Ana Paula,F,19.0,Gerente,12431.64,Casado
Aline,F,19.0,Programador,11818.12,Solteiro
Joao,F,19.0,Farmacêutico,16359.58,Solteiro
Mariana,M,19.0,Advogado,16163.27,Solteiro
Maria,M,19.0,Farmacêutico,15609.06,Divorciado
João,M,18.0,Gerente,15966.76,Viúvo
Rodrigo,M,18.0,Arquiteto,16386.76,Viúvo
Anderson,M,19.0,Veterinário,15267.63,Solteiro
Luciana,F,,Arquiteto,7098.22,Viúvo
Fernanda,M,18.0,Cientista de Dados,20117.56,Casado
Claudia,M,18.0,Analista de Sistemas,11420.99,Casado
Rafael,M,18.0,Engenheiro,17891.03,Divorciado
Eliane,F,18.0,Médico,17920.58,Viúvo
Ricardo,F,18.0,Arquiteto,11591.14,Solteiro
Pedro,F,19.0,Engenheiro,4577.07,Viúvo
Eduardo,F,19.0,Cientista de Dados,4530.7,Divorciado
Claudia,M,,Gerente,11649.06,Casado
Gustavo,F,19.0,Programador,3079.56,Divorciado
Anderson,F,18.0,Diretor Executivo (CEO),7632.59,Viúvo
Fatima,M,18.0,Cientista de Dados,19846.79,Viúvo
Gustavo,F,18.0,Engenheiro de Petróleo,17768.9,Viúvo
Camila,M,,Advogado,22144.34,Divorciado
Gabriel,F,18.0,Engenheiro,16684.93,Divorciado
Bruna,M,18.0,Dentista,18897.18,Solteiro
Lucas,F,19.0,Diretor (CTO),11650.01,Solteiro
Luiz,F,19.0,Farmacêutico,19645.49,Divorciado
Claudia,F,19.0,Engenheiro,11930.12,Solteiro
Ana Paula,F,18.0,Arquiteto,14434.78,Solteiro
Juliana,M,19.0,Gerente,21780.49,Viúvo
Beatriz,F,,Analista de Sistemas,16208.2,Divorciado
Matheus,M,18.0,Médico,10784.85,Divorciado
Renata,F,18.0,Arquiteto,8263.6,Viúvo
Vanessa,M,18.0,Engenheiro de Petróleo,15299.71,Casado
Camila,F,18.0,Piloto,14437.04,Viúvo
Vanessa,M,19.0,Consultor,15596.64,Casado
Marcia,M,19.0,Dentista,17885.64,Viúvo
Francisco,F,19.0,Gerente,20552.19,Casado
Jose,M,18.0,Engenheiro de Petróleo,17585.32,Divorciado
Francisco,F,19.0,Gerente de TI,16349.7,Casado
Marcia,M,18.0,Analista de Sistemas,16164.15,Casado
Felipe,M,,Engenheiro,8364.94,Casado
Carla,M,19.0,Gerente de Vendas,18155.15,Solteiro
Renata,F,19.0,Arquiteto,4894.69,Casado
Rodrigo,F,18.0,Programador,9659.17,Viúvo
Marcelo,M,19.0,Consultor,15721.9,Divorciado
Leandro,M,19.0,Engenheiro de Petróleo,10156.03,Divorciado
Marcos,F,18.0,Gerente de Vendas,6405.85,Divorciado
José,F,18.0,Gerente de Vendas,18626.44,Solteiro
Jose,M,18.0,Diretor Executivo (CEO),8320.79,Solteiro
Camila,M,19.0,Piloto,19864.63,Divorciado
Ricardo,F,,Veterinário,4128.23,Casado
